Date,Time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-01,17:55:20:00,-1.96,1.16,-0.87,162.65,-45.52,-46.11
2025-02-01,17:55:25:00,1.6,0.08,1.37,42.19,190.31,-81.8
2025-02-01,17:55:30:00,0.74,-1.32,-1.44,-9.96,-172.99,98.48
2025-02-01,17:55:35:00,1.09,-1.99,-1.69,-104.61,71.15,211.18
2025-02-01,17:55:40:00,0.94,-0.52,-0.58,-106.51,134.19,204.67
2025-02-01,17:55:45:00,-1.44,-0.26,-0.72,-36.01,-112.51,-117.7
2025-02-01,17:55:50:00,-0.16,-0.9,1.22,242.52,51.99,-194.47
2025-02-01,17:55:55:00,1.83,-0.18,1.3,70.72,-79.58,199.28
2025-02-01,17:56:00:00,-1.55,-0.03,-0.06,190.01,182.81,46.42
2025-02-01,17:56:05:00,-0.96,0.7,-0.59,-56.98,-240.09,158.06
2025-02-01,17:56:10:00,0.09,1.17,1.68,-218.65,120.15,-88.44
2025-02-01,17:56:15:00,1.86,-1.12,-0.41,219.8,-101.46,-213.63
2025-02-01,17:56:20:00,-0.96,0.64,-0.66,-100.65,123.31,234.59
2025-02-01,17:56:25:00,-0.7,-1.3,0.48,-64.31,40.85,-19.7
2025-02-01,17:56:30:00,-1.88,-1.44,0.82,5.78,246.02,192.08
2025-02-01,17:56:35:00,0.95,1.81,0.95,-53.03,52.85,-214.01
2025-02-01,17:56:40:00,-0.92,1.71,1.3,-0.57,78.73,-184.45
2025-02-01,17:56:45:00,-0.94,0.01,-0.13,-43.25,-204.6,187.19
2025-02-01,17:56:50:00,-0.49,-0.26,0.81,67.73,109.78,216.73
2025-02-01,17:56:55:00,0.87,-1.46,1.7,235.11,-193.41,-2.78
2025-02-01,17:57:00:00,-0.31,-0.94,0.2,75.79,-122.23,-129.68
2025-02-01,17:57:05:00,-1.19,-1.92,0.59,237.13,-193.57,132.97
2025-02-01,17:57:10:00,-0.43,0.87,1.35,-135.82,53.89,191.22
2025-02-01,17:57:15:00,-0.35,-1.39,0.39,-52.59,-76.87,-162.49
2025-02-01,17:57:20:00,-1.31,1.85,-1.88,-154.81,-242.65,167.96
2025-02-01,17:57:25:00,1.17,0.91,-1.63,177.58,35.17,80.73
2025-02-01,17:57:30:00,-0.55,0.57,0.11,-61.76,-240.61,-223.37
2025-02-01,17:57:35:00,1.05,-0.36,1.65,-168.15,128.34,222.31
2025-02-01,17:57:40:00,-0.34,-0.41,0.28,94.89,89.75,180.17
2025-02-01,17:57:45:00,0.53,0.91,1.01,140.59,-138.6,-120.55
2025-02-01,17:57:50:00,1.24,-1.14,-0.12,-180.98,2.96,-179.48
2025-02-01,17:57:55:00,0.33,-1.16,0.68,15.04,230.56,63.88
2025-02-01,17:58:00:00,1.92,-1.89,-0.7,-225.03,229.7,-127.51
2025-02-01,17:58:05:00,-0.92,-0.18,-1.11,-187.34,114.15,-7.37
2025-02-01,17:58:10:00,1.85,-1.77,-0.4,20.84,-211.81,203.67
2025-02-01,17:58:15:00,-0.51,0.11,1.91,206.12,95.5,223.71
2025-02-01,17:58:20:00,0.11,-0.46,-0.79,-55.85,196.99,76.42
2025-02-01,17:58:25:00,-2.0,0.14,-1.75,-82.3,116.97,-200.98
2025-02-01,17:58:30:00,-1.35,0.43,-0.88,-17.36,60.5,-65.9
2025-02-01,17:58:35:00,0.11,0.01,-0.81,-184.4,90.7,-211.11
2025-02-01,17:58:40:00,0.16,-0.78,-1.03,47.08,-130.42,-96.52
2025-02-01,17:58:45:00,-1.83,0.41,-1.89,-161.07,-166.9,-47.38
2025-02-01,17:58:50:00,1.82,-0.59,-0.97,6.16,181.01,71.14
2025-02-01,17:58:55:00,-0.52,1.46,-0.09,61.0,170.13,-175.68
2025-02-01,17:59:00:00,1.01,-1.94,0.05,-147.56,66.83,-108.19
2025-02-01,17:59:05:00,-0.02,-0.74,-0.06,-109.81,-58.84,-117.14
2025-02-01,17:59:10:00,-1.94,-0.13,0.7,-185.12,-180.23,-162.44
2025-02-01,17:59:15:00,0.04,-1.31,-1.73,187.96,248.77,184.06
2025-02-01,17:59:20:00,0.24,-0.65,-0.68,44.95,74.92,217.48
2025-02-01,17:59:25:00,-1.24,1.38,-1.18,44.53,-207.28,-182.4
2025-02-01,17:59:30:00,1.59,-0.79,-0.69,-116.31,14.45,-73.7
2025-02-01,17:59:35:00,1.63,-0.73,-1.42,134.44,-205.45,-147.77
2025-02-01,17:59:40:00,-1.11,-1.22,-1.14,192.82,7.58,231.24
2025-02-01,17:59:45:00,1.76,-1.04,-0.07,211.59,-242.57,211.15
2025-02-01,17:59:50:00,0.81,-0.23,1.65,-97.68,99.2,-141.57
2025-02-01,17:59:55:00,0.45,0.37,-1.23,158.2,67.93,-144.61
2025-02-01,18:00:00:00,-0.43,-0.96,1.9,-21.96,116.02,-238.05
2025-02-01,18:00:05:00,1.65,-0.97,-1.05,83.27,-202.16,116.18
2025-02-01,18:00:10:00,-1.12,-1.95,0.14,-195.83,-214.39,-215.61
2025-02-01,18:00:15:00,0.5,-0.07,0.04,-86.76,-6.67,-212.51
2025-02-01,18:00:20:00,-0.83,1.74,-0.3,40.08,-20.69,-136.32
2025-02-01,18:00:25:00,0.59,-0.48,-0.9,-31.37,189.88,137.65
2025-02-01,18:00:30:00,-0.32,-1.64,1.62,163.21,68.43,-218.55
2025-02-01,18:00:35:00,0.32,-0.3,-1.28,-55.47,185.72,-64.86
2025-02-01,18:00:40:00,1.78,1.59,-0.25,-180.8,-218.16,205.88
2025-02-01,18:00:45:00,1.09,0.02,0.83,15.49,143.52,-91.53
2025-02-01,18:00:50:00,-1.02,1.58,1.69,244.24,45.79,191.3
2025-02-01,18:00:55:00,0.66,-1.57,0.46,150.99,-127.91,20.78
2025-02-01,18:01:00:00,-0.13,-0.55,1.63,-11.9,212.95,-94.32
2025-02-01,18:01:05:00,0.24,-1.4,0.22,13.04,-76.63,207.13
2025-02-01,18:01:10:00,1.68,-0.52,0.91,-220.84,123.59,139.19
2025-02-01,18:01:15:00,-0.47,-1.6,-0.62,-183.83,43.21,-249.46
2025-02-01,18:01:20:00,0.24,0.4,1.84,-214.61,-20.12,-97.23
2025-02-01,18:01:25:00,0.7,0.99,-1.9,-32.32,203.24,245.3
2025-02-01,18:01:30:00,0.99,1.19,1.71,104.09,248.07,-4.27
2025-02-01,18:01:35:00,-1.4,1.48,-1.42,-18.46,33.69,203.54
2025-02-01,18:01:40:00,1.67,-0.55,1.57,74.67,-24.84,-11.31
2025-02-01,18:01:45:00,0.02,1.42,-0.01,-39.22,86.73,-150.86
2025-02-01,18:01:50:00,-1.74,-1.85,0.9,-128.76,243.91,-34.02
2025-02-01,18:01:55:00,-1.37,-1.86,1.3,153.58,161.71,135.78
2025-02-01,18:02:00:00,0.35,1.91,0.43,5.02,-75.7,16.87
2025-02-01,18:02:05:00,-1.71,-1.45,-0.93,-53.04,-28.17,110.03
2025-02-01,18:02:10:00,-0.18,1.12,1.25,-153.17,169.44,-216.75
2025-02-01,18:02:15:00,1.81,-1.75,0.79,-220.2,-57.0,239.06
2025-02-01,18:02:20:00,-0.14,-0.5,-0.39,177.63,135.11,223.76
2025-02-01,18:02:25:00,1.05,-1.14,1.81,138.46,-137.51,-99.24
2025-02-01,18:02:30:00,0.16,0.6,0.55,-186.54,-101.81,-88.74
2025-02-01,18:02:35:00,-0.27,0.86,-1.84,4.97,-96.27,-30.74
2025-02-01,18:02:40:00,-0.82,-0.4,-0.62,-56.88,72.52,10.62
2025-02-01,18:02:45:00,-1.72,1.08,-1.81,-230.1,68.8,93.35
2025-02-01,18:02:50:00,0.58,-1.47,-1.27,212.87,-128.45,-27.64
2025-02-01,18:02:55:00,0.46,0.43,1.19,-225.54,63.43,23.82
2025-02-01,18:03:00:00,0.36,0.34,1.56,115.28,45.41,-73.44
2025-02-01,18:03:05:00,-1.16,-1.29,-0.27,-237.13,-49.96,-190.26
2025-02-01,18:03:10:00,-1.14,1.01,-1.64,6.18,-193.57,-154.38
2025-02-01,18:03:15:00,-0.11,1.1,1.67,-165.81,-168.43,216.47
2025-02-01,18:03:20:00,0.63,1.1,0.77,-245.23,133.2,48.27
2025-02-01,18:03:25:00,1.1,-1.41,0.21,120.69,-60.3,-215.19
2025-02-01,18:03:30:00,0.1,0.26,-1.87,-142.01,-193.23,113.42
2025-02-01,18:03:35:00,-1.49,0.92,-1.32,199.03,-154.85,115.42
2025-02-01,18:03:40:00,-0.63,-0.62,1.61,-171.26,-96.24,-165.32
2025-02-01,18:03:45:00,-1.34,-1.92,0.91,174.61,-146.53,163.23
2025-02-01,18:03:50:00,0.53,-0.43,1.77,-241.34,133.59,-5.37
2025-02-01,18:03:55:00,-0.0,1.68,1.69,-224.15,-99.14,189.68
2025-02-01,18:04:00:00,-0.01,0.41,0.25,243.86,105.55,-147.26
2025-02-01,18:04:05:00,0.71,-1.08,0.39,227.89,-60.34,230.23
2025-02-01,18:04:10:00,0.65,1.99,0.07,118.06,-9.22,209.94
2025-02-01,18:04:15:00,0.61,1.5,1.01,-184.45,97.68,56.89
2025-02-01,18:04:20:00,-0.37,-1.39,-1.59,24.46,30.81,-20.74
2025-02-01,18:04:25:00,-1.78,0.53,1.54,-95.3,92.27,117.33
2025-02-01,18:04:30:00,0.73,-1.16,1.96,-118.91,-108.65,-169.36
2025-02-01,18:04:35:00,-0.17,-1.39,0.89,197.01,-87.24,206.53
2025-02-01,18:04:40:00,-0.19,1.98,0.39,-230.44,-95.81,-53.37
2025-02-01,18:04:45:00,-1.09,-1.59,-0.93,24.76,64.03,157.14
2025-02-01,18:04:50:00,0.93,1.41,1.64,72.97,-206.91,-103.74
2025-02-01,18:04:55:00,1.84,1.2,0.87,132.8,-50.02,56.07
2025-02-01,18:05:00:00,-1.84,-1.71,1.74,207.68,169.63,136.79
2025-02-01,18:05:05:00,-1.87,0.77,0.76,-208.48,-27.16,-126.16
2025-02-01,18:05:10:00,0.51,0.63,-0.15,-162.83,51.75,64.63
2025-02-01,18:05:15:00,-0.37,1.59,-0.66,151.97,-188.29,8.97
2025-02-01,18:05:20:00,-0.82,-1.3,-0.65,199.14,131.05,-201.42
2025-02-01,18:05:25:00,1.12,-0.67,1.29,-218.95,-164.94,132.62
2025-02-01,18:05:30:00,-1.46,1.23,-0.85,-158.15,-231.52,188.57
2025-02-01,18:05:35:00,-0.82,0.35,1.27,142.32,24.51,88.82
2025-02-01,18:05:40:00,0.74,0.31,-1.35,168.26,-197.32,44.65
2025-02-01,18:05:45:00,-0.14,-1.17,1.33,194.37,-59.31,45.43
2025-02-01,18:05:50:00,0.19,0.18,-0.91,229.1,126.16,-210.69
2025-02-01,18:05:55:00,1.81,0.35,0.54,66.4,106.51,40.98
2025-02-01,18:06:00:00,1.6,-0.63,1.0,30.26,-137.65,249.41
2025-02-01,18:06:05:00,-0.74,-1.82,-0.26,249.04,-186.33,97.07
2025-02-01,18:06:10:00,0.18,-0.19,0.15,-234.91,-226.77,188.04
2025-02-01,18:06:15:00,1.26,0.39,-1.83,169.27,143.82,-121.34
2025-02-01,18:06:20:00,-0.25,-1.32,1.42,-206.47,107.32,233.07
2025-02-01,18:06:25:00,1.2,0.35,-0.23,-150.79,-165.29,214.88
2025-02-01,18:06:30:00,0.68,0.94,1.73,40.99,156.4,-1.82
2025-02-01,18:06:35:00,0.82,-1.85,-0.91,-15.94,168.05,44.37
2025-02-01,18:06:40:00,1.47,-0.44,-1.08,10.72,-154.89,177.27
2025-02-01,18:06:45:00,1.6,1.92,0.27,183.0,-131.52,140.62
2025-02-01,18:06:50:00,-1.13,0.94,-0.69,-210.35,186.38,-39.72
2025-02-01,18:06:55:00,1.55,0.75,-1.24,223.39,118.85,37.88
2025-02-01,18:07:00:00,-1.49,1.75,0.26,-233.28,-145.34,219.8
2025-02-01,18:07:05:00,-1.15,-1.2,-1.14,66.55,-17.14,-130.07
2025-02-01,18:07:10:00,-1.92,-0.11,0.93,117.17,166.2,76.05
2025-02-01,18:07:15:00,-0.28,0.34,-0.63,-104.1,227.31,-98.38
2025-02-01,18:07:20:00,1.32,-0.45,-1.89,218.41,71.32,-102.96
2025-02-01,18:07:25:00,-0.74,-0.59,-0.12,-138.37,42.34,206.29
2025-02-01,18:07:30:00,0.95,0.33,-1.99,-43.19,136.47,-128.09
2025-02-01,18:07:35:00,0.18,0.85,-1.16,-4.98,-61.85,-160.9
2025-02-01,18:07:40:00,-1.78,0.69,0.36,-150.69,-231.82,54.96
2025-02-01,18:07:45:00,1.66,-0.14,1.73,155.74,-20.43,206.14
2025-02-01,18:07:50:00,-0.08,0.54,-0.06,75.85,-211.25,153.07
2025-02-01,18:07:55:00,-0.33,-0.56,-1.35,42.19,124.07,109.13
2025-02-01,18:08:00:00,0.84,-1.01,-1.06,58.63,14.43,-146.32
2025-02-01,18:08:05:00,-1.71,1.9,-1.78,44.52,-4.3,193.24
2025-02-01,18:08:10:00,1.38,0.68,1.74,-162.27,-23.34,134.2
2025-02-01,18:08:15:00,-0.45,1.79,1.66,3.36,184.55,245.64
2025-02-01,18:08:20:00,-0.53,1.55,0.8,200.55,-64.56,-60.38
2025-02-01,18:08:25:00,1.35,-0.15,-0.48,90.95,-111.56,-245.29
2025-02-01,18:08:30:00,-1.29,0.87,-1.88,232.75,-122.36,243.14
2025-02-01,18:08:35:00,0.97,0.77,-0.63,204.03,-105.44,-90.83
2025-02-01,18:08:40:00,1.87,1.08,-1.36,208.06,124.41,-108.57
2025-02-01,18:08:45:00,-1.05,1.13,1.69,-204.63,139.61,135.05
2025-02-01,18:08:50:00,-0.21,-1.42,1.75,-151.11,234.02,166.5
2025-02-01,18:08:55:00,1.41,1.1,1.77,-210.04,176.4,-70.37
2025-02-01,18:09:00:00,-1.98,0.51,1.16,77.48,-117.95,-8.28
2025-02-01,18:09:05:00,1.94,-0.91,0.22,-43.13,168.94,-0.16
2025-02-01,18:09:10:00,-1.54,0.34,1.48,9.33,-186.16,11.42
2025-02-01,18:09:15:00,-1.54,-0.92,-1.01,200.35,204.69,-90.89
2025-02-01,18:09:20:00,0.01,-0.46,0.9,44.43,-162.6,-18.79
2025-02-01,18:09:25:00,-0.46,-0.08,-0.86,228.5,-42.28,-186.3
2025-02-01,18:09:30:00,0.65,-0.64,-0.76,-117.29,197.62,233.19
2025-02-01,18:09:35:00,-0.59,-1.82,-1.72,-155.32,140.96,83.6
2025-02-01,18:09:40:00,0.8,0.66,-1.81,-191.91,-190.93,101.89
2025-02-01,18:09:45:00,-1.48,-1.84,-1.63,175.29,-215.51,11.65
2025-02-01,18:09:50:00,-0.93,1.19,-1.21,-100.35,87.52,-132.49
2025-02-01,18:09:55:00,0.49,-0.33,-1.03,117.22,-168.39,164.33
2025-02-01,18:10:00:00,-0.75,1.34,-1.85,-74.24,-107.06,-127.77
2025-02-01,18:10:05:00,0.54,1.19,1.86,214.43,17.37,19.97
2025-02-01,18:10:10:00,1.98,-1.22,-0.53,-201.99,8.05,-173.51
2025-02-01,18:10:15:00,-1.68,-1.67,-0.42,80.12,-176.16,-9.42
2025-02-01,18:10:20:00,0.41,0.02,-1.52,-127.24,68.02,145.76
2025-02-01,18:10:25:00,-1.73,-0.78,0.71,38.02,140.76,159.29
2025-02-01,18:10:30:00,-0.87,-0.97,1.41,206.57,-128.66,13.57
2025-02-01,18:10:35:00,1.92,-0.18,-0.18,210.18,-87.36,-62.42
2025-02-01,18:10:40:00,-0.65,0.98,0.72,93.08,-56.98,116.93
2025-02-01,18:10:45:00,-0.23,-1.17,1.17,-210.65,116.08,-174.49
2025-02-01,18:10:50:00,1.86,1.63,0.79,106.11,-115.81,-16.52
2025-02-01,18:10:55:00,-1.22,0.99,0.95,-162.74,97.48,-40.78
2025-02-01,18:11:00:00,1.92,-1.08,1.58,-97.84,229.9,245.77
2025-02-01,18:11:05:00,1.79,1.09,-0.99,-51.66,-171.52,-49.98
2025-02-01,18:11:10:00,-0.1,-0.6,-1.64,-212.85,-107.41,-74.28
2025-02-01,18:11:15:00,0.79,-1.92,0.61,-50.62,-32.32,212.0
2025-02-01,18:11:20:00,-1.31,-0.05,-0.8,-175.58,103.01,-199.16
2025-02-01,18:11:25:00,0.16,1.07,-0.71,68.75,-47.57,-68.18
2025-02-01,18:11:30:00,1.07,-0.16,-0.91,56.92,-33.31,-163.04
2025-02-01,18:11:35:00,-1.75,0.5,0.31,-106.6,-231.28,6.02
2025-02-01,18:11:40:00,1.93,-1.89,-1.09,-39.74,-169.71,83.78
2025-02-01,18:11:45:00,0.45,-0.13,0.91,-150.14,158.58,13.83
2025-02-01,18:11:50:00,-0.65,-0.99,0.06,157.05,-37.15,-83.29
2025-02-01,18:11:55:00,-1.86,1.53,1.88,-203.6,-247.39,220.59
2025-02-01,18:12:00:00,1.3,0.77,0.4,-215.38,25.88,-33.92
2025-02-01,18:12:05:00,-0.7,-1.98,0.92,-218.53,-209.67,10.18
2025-02-01,18:12:10:00,0.01,-1.86,-0.51,245.62,-22.22,124.57
2025-02-01,18:12:15:00,1.49,-0.83,-0.07,209.9,-99.49,83.65
2025-02-01,18:12:20:00,-1.72,0.9,-1.51,-75.28,-121.81,78.32
2025-02-01,18:12:25:00,1.56,-1.67,-0.4,-196.3,-127.15,142.21
2025-02-01,18:12:30:00,-1.56,-1.61,-1.32,-39.19,110.67,-114.78
2025-02-01,18:12:35:00,-0.44,0.32,-0.51,-63.32,-46.45,215.15
2025-02-01,18:12:40:00,1.91,0.74,-0.26,-162.29,238.28,241.62
2025-02-01,18:12:45:00,0.3,-1.86,0.01,10.01,-197.87,177.99
2025-02-01,18:12:50:00,0.93,0.13,-0.07,56.7,143.85,170.1
2025-02-01,18:12:55:00,-0.42,-0.75,1.74,-13.81,28.63,-167.27
2025-02-01,18:13:00:00,-0.01,-0.88,-0.22,-72.66,78.32,-104.47
2025-02-01,18:13:05:00,-0.82,-1.22,1.83,-237.75,-99.78,70.26
2025-02-01,18:13:10:00,-2.0,1.0,-1.51,17.88,84.81,-30.79
2025-02-01,18:13:15:00,-1.62,-0.36,1.31,-78.63,245.42,22.77
2025-02-01,18:13:20:00,0.68,0.79,0.79,229.72,65.08,-151.84
2025-02-01,18:13:25:00,-0.31,0.37,1.48,-223.06,102.44,249.42
2025-02-01,18:13:30:00,-1.83,-1.14,-1.42,-208.29,96.12,129.17
2025-02-01,18:13:35:00,-0.99,-1.14,-0.79,-248.64,-30.95,-202.82
2025-02-01,18:13:40:00,-0.54,-1.44,-0.31,-44.23,181.99,-172.83
2025-02-01,18:13:45:00,-1.87,-1.82,1.8,156.72,-179.45,100.26
2025-02-01,18:13:50:00,1.48,1.25,1.98,147.49,-166.69,4.96
2025-02-01,18:13:55:00,1.19,1.75,-0.88,-44.58,122.06,116.19
2025-02-01,18:14:00:00,-1.02,-0.93,1.52,-248.8,107.98,139.28
2025-02-01,18:14:05:00,-1.06,0.65,-0.66,-106.66,-45.52,158.89
2025-02-01,18:14:10:00,0.97,-0.17,1.97,219.45,-197.74,227.9
2025-02-01,18:14:15:00,1.46,0.24,-0.53,66.35,-148.76,138.57
2025-02-01,18:14:20:00,-0.16,0.1,0.1,-120.91,235.48,117.96
2025-02-01,18:14:25:00,-1.15,0.29,0.89,-49.88,-87.27,-213.49
2025-02-01,18:14:30:00,0.43,-1.61,-1.2,-212.42,220.17,34.86
2025-02-01,18:14:35:00,0.79,0.13,-1.52,195.05,-56.28,24.41
2025-02-01,18:14:40:00,-0.7,-0.57,-1.08,216.56,-180.86,163.07
2025-02-01,18:14:45:00,1.7,1.57,0.99,-227.49,65.49,-64.61
2025-02-01,18:14:50:00,0.4,1.89,0.56,56.79,66.75,-227.58
2025-02-01,18:14:55:00,-0.0,0.16,0.83,186.57,150.42,57.19
2025-02-01,18:15:00:00,-1.98,0.94,-0.75,132.46,-148.36,238.73
2025-02-01,18:15:05:00,-0.19,-0.98,-0.55,184.99,-249.48,-238.05
2025-02-01,18:15:10:00,1.02,0.94,0.7,-62.64,-12.96,-18.92
2025-02-01,18:15:15:00,1.99,1.85,1.32,201.97,-105.46,-184.29
2025-02-01,18:15:20:00,-0.88,-1.81,1.05,-186.61,-168.82,132.22
2025-02-01,18:15:25:00,1.6,1.14,0.38,-97.8,-72.38,235.95
2025-02-01,18:15:30:00,0.31,1.53,1.1,38.84,55.29,-108.8
2025-02-01,18:15:35:00,-1.7,-1.36,-0.74,-94.74,10.76,106.67
2025-02-01,18:15:40:00,-0.83,-0.2,1.93,136.31,-168.27,-76.14
2025-02-01,18:15:45:00,0.67,-1.97,-0.86,218.34,32.0,-143.7
2025-02-01,18:15:50:00,1.15,1.81,1.88,-43.86,138.56,-52.41
2025-02-01,18:15:55:00,-0.62,0.8,-1.74,-245.62,-248.82,-81.67
2025-02-01,18:16:00:00,0.13,-0.27,1.81,170.27,-151.43,-17.06
2025-02-01,18:16:05:00,-1.84,-1.94,-1.49,-215.67,-211.02,21.83
2025-02-01,18:16:10:00,-1.25,1.3,-0.91,142.96,104.11,240.18
2025-02-01,18:16:15:00,1.7,-1.61,-0.22,199.22,-6.94,205.56
2025-02-01,18:16:20:00,-1.73,-1.55,-0.8,150.02,56.52,86.39
2025-02-01,18:16:25:00,-0.67,1.11,0.0,2.28,235.27,111.08
2025-02-01,18:16:30:00,1.87,-1.58,-0.64,-179.72,113.52,-101.15
2025-02-01,18:16:35:00,-1.73,0.44,-1.82,-140.15,-67.83,-214.67
2025-02-01,18:16:40:00,-0.34,-1.6,1.78,-149.93,99.07,234.76
2025-02-01,18:16:45:00,-1.32,1.6,-1.14,81.13,-39.64,168.6
2025-02-01,18:16:50:00,1.95,-1.59,-0.72,90.73,-20.89,-116.29
2025-02-01,18:16:55:00,-1.06,-0.72,1.84,-87.5,-192.95,65.68
2025-02-01,18:17:00:00,-1.93,1.2,-0.43,-62.06,17.62,225.0
2025-02-01,18:17:05:00,0.98,-1.22,-0.12,215.22,-153.04,-145.92
2025-02-01,18:17:10:00,1.73,-0.09,-0.1,-155.48,15.94,179.45
2025-02-01,18:17:15:00,1.87,1.5,0.82,3.53,-87.95,120.52
2025-02-01,18:17:20:00,1.38,1.99,1.75,150.84,-228.84,183.31
2025-02-01,18:17:25:00,-0.36,-2.0,-1.9,-17.88,-103.01,-134.75
2025-02-01,18:17:30:00,-0.26,-1.87,-0.61,91.67,-202.15,129.5
2025-02-01,18:17:35:00,1.26,-1.93,-0.83,113.34,-141.45,12.56
2025-02-01,18:17:40:00,-0.3,-1.85,-0.45,-25.44,-140.86,-164.05
2025-02-01,18:17:45:00,-0.39,-1.2,0.13,215.71,148.49,183.6
2025-02-01,18:17:50:00,-0.1,0.11,0.69,159.91,234.69,-187.84
2025-02-01,18:17:55:00,1.38,-1.58,-1.55,-2.19,-195.46,17.39
2025-02-01,18:18:00:00,1.14,-0.12,-1.17,-187.29,-132.77,73.13
2025-02-01,18:18:05:00,-0.87,0.46,-0.34,-34.71,146.41,86.35
2025-02-01,18:18:10:00,-1.46,0.9,1.18,88.97,-62.94,90.99
2025-02-01,18:18:15:00,-0.88,-1.47,-0.89,36.41,164.1,64.6
2025-02-01,18:18:20:00,-1.91,-1.55,-0.56,19.51,113.77,188.7
2025-02-01,18:18:25:00,1.59,1.42,-0.87,31.41,181.04,248.62
2025-02-01,18:18:30:00,-0.93,-0.36,1.54,-243.06,-86.06,65.03
2025-02-01,18:18:35:00,0.77,1.82,-1.15,-89.38,-161.55,40.08
2025-02-01,18:18:40:00,1.56,0.42,-1.19,-178.83,182.78,-32.16
2025-02-01,18:18:45:00,-1.35,1.55,-0.81,-207.17,184.94,-221.82
2025-02-01,18:18:50:00,-1.18,0.0,-1.62,216.49,-150.54,-37.4
2025-02-01,18:18:55:00,1.35,1.39,1.84,27.84,68.29,-186.68
2025-02-01,18:19:00:00,-0.56,-1.59,0.15,-7.83,-45.41,91.06
2025-02-01,18:19:05:00,-1.89,0.76,1.06,19.79,-72.82,112.07
2025-02-01,18:19:10:00,1.13,1.0,-1.7,33.07,176.99,66.71
2025-02-01,18:19:15:00,0.5,1.47,-1.43,33.69,-213.33,99.59
2025-02-01,18:19:20:00,1.45,-1.51,0.72,195.24,21.1,79.05
2025-02-01,18:19:25:00,-1.84,-0.49,1.9,18.35,126.13,-6.02
2025-02-01,18:19:30:00,0.83,1.2,0.47,216.81,59.35,-213.52
2025-02-01,18:19:35:00,0.26,1.08,-0.74,-188.16,35.58,37.22
2025-02-01,18:19:40:00,-1.24,-0.53,0.2,-114.83,-91.87,-158.65
2025-02-01,18:19:45:00,-0.74,1.85,0.13,-113.5,68.15,72.57
2025-02-01,18:19:50:00,1.62,1.14,-1.16,-198.18,-119.03,100.41
2025-02-01,18:19:55:00,-0.38,0.51,1.36,-111.35,-188.81,7.86
2025-02-01,18:20:00:00,1.1,1.46,-1.67,-156.93,-145.02,222.55
2025-02-01,18:20:05:00,0.49,0.91,-1.81,231.83,56.29,173.67
2025-02-01,18:20:10:00,-0.59,0.47,0.5,-97.22,-149.8,-58.54
2025-02-01,18:20:15:00,-0.17,-1.56,-1.46,-199.96,57.32,109.53
2025-02-01,18:20:20:00,1.63,2.0,-1.55,181.33,218.69,222.86
2025-02-01,18:20:25:00,1.39,0.39,1.17,-134.19,143.45,-208.59
2025-02-01,18:20:30:00,-1.05,1.64,-1.86,41.47,-224.94,-175.62
2025-02-01,18:20:35:00,0.02,0.48,-0.11,107.79,-36.39,42.09
2025-02-01,18:20:40:00,-1.09,0.34,1.57,244.91,-59.65,-136.54
2025-02-01,18:20:45:00,-0.45,0.92,0.72,-67.6,-196.8,187.73
2025-02-01,18:20:50:00,0.75,0.71,0.5,-159.6,124.89,-32.5
2025-02-01,18:20:55:00,0.14,-1.09,-1.55,56.89,-132.1,-220.35
2025-02-01,18:21:00:00,0.51,0.37,-0.51,87.52,146.31,185.03
2025-02-01,18:21:05:00,1.83,1.98,-1.43,-224.37,-230.46,-81.29
2025-02-01,18:21:10:00,1.13,1.42,-1.38,204.98,87.73,147.83
2025-02-01,18:21:15:00,-0.43,-0.59,1.71,180.43,215.12,208.72
2025-02-01,18:21:20:00,-1.62,-0.44,1.69,-182.85,10.0,-170.35
2025-02-01,18:21:25:00,-1.29,0.01,0.85,-114.16,-70.76,-76.54
2025-02-01,18:21:30:00,-0.87,1.6,0.57,130.63,-117.23,-16.96
2025-02-01,18:21:35:00,0.03,1.07,0.05,-141.54,106.01,-31.44
2025-02-01,18:21:40:00,1.06,0.76,1.82,-228.21,122.06,-78.44
2025-02-01,18:21:45:00,0.4,-0.16,-0.23,-148.75,-123.33,-126.87
2025-02-01,18:21:50:00,-0.47,0.33,0.64,-237.37,-34.72,108.41
2025-02-01,18:21:55:00,-0.42,0.41,0.52,96.52,-45.35,-73.16
2025-02-01,18:22:00:00,0.67,1.39,-1.88,-113.84,-240.6,-46.87
2025-02-01,18:22:05:00,1.82,1.17,0.11,123.51,89.12,80.13
2025-02-01,18:22:10:00,-0.5,-0.42,1.27,-156.96,-1.5,203.99
2025-02-01,18:22:15:00,-0.72,-0.41,-1.79,-174.84,212.93,-38.21
2025-02-01,18:22:20:00,1.05,0.26,1.64,-200.06,136.87,223.34
2025-02-01,18:22:25:00,-1.88,1.31,-0.4,131.72,49.44,42.43
2025-02-01,18:22:30:00,-1.1,-1.5,-0.45,34.27,-149.61,179.71
2025-02-01,18:22:35:00,-0.91,-1.59,-1.39,-236.56,-222.26,122.72
2025-02-01,18:22:40:00,0.16,0.12,1.26,-107.28,234.53,-46.56
2025-02-01,18:22:45:00,-1.28,-1.74,-1.97,86.1,95.57,-61.63
2025-02-01,18:22:50:00,-1.3,-0.55,0.27,206.9,128.98,111.73
2025-02-01,18:22:55:00,-0.69,0.74,-1.48,148.55,-239.7,-78.11
